seed,seat,normal_top,hard_top,agree,hard_scanned,hard_elapsed_ms
1490, East, 2C, 2C, true, 0, 0
1491, East, 7C, 7C, true, 0, 0
1492, East, 10C, 10C, true, 0, 0
1493, East, 3C, 3C, true, 0, 0
1494, East, 5C, 5C, true, 0, 0
1495, East, 2C, 2C, true, 0, 0
1496, East, 3C, 3C, true, 0, 0
1497, East, 3C, 3C, true, 0, 0
1498, East, 7C, 7C, true, 0, 0
1499, East, 3C, 3C, true, 0, 0
